titre	nom	date de modification	taille	url	fil d'ariane
synergie-sfg-sgu_admin_perso_diagramacti_supprimer personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_supprimer personne.graphml	10/03/2021	10,5 ko	/plugins/docman/download/9773	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_rechercher personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_rechercher personne.graphml	10/03/2021	20,2 ko	/plugins/docman/download/9772	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_modifier personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_modifier personne.graphml	10/03/2021	37,8 ko	/plugins/docman/download/9771	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_creer personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_creer personne.graphml	10/03/2021	37,3 ko	/plugins/docman/download/9770	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_afficher personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_afficher personne.graphml	10/03/2021	20,8 ko	/plugins/docman/download/9769	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_groupehabilité_diagramacti_supprimer groupe habilité.graphml	synergie-sfg-sgu_admin_groupehabilit_diagramacti_supprimer groupe habilit.graphml	10/03/2021	10,5 ko	/plugins/docman/download/9768	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_groupehabilité_diagramacti_rechercher groupe.graphml	synergie-sfg-sgu_admin_groupehabilit_diagramacti_rechercher groupe.graphml	10/03/2021	18,9 ko	/plugins/docman/download/9767	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_groupehabilité_diagramacti_modifier groupe habilité.graphml	synergie-sfg-sgu_admin_groupehabilit_diagramacti_modifier groupe habilit.graphml	10/03/2021	44,1 ko	/plugins/docman/download/9766	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
synergie-sfg-sgu_admin_groupehabilité_diagramacti_creer groupehabilité.graphml	synergie-sfg-sgu_admin_groupehabilit_diagramacti_creer groupehabilit.graphml	10/03/2021	25,7 ko	/plugins/docman/download/9765	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / synergie-sfg-ressources / diagrammes
sgu_admin_selection_ecr_selectionpersonne.xlsx	sgu_admin_selection_ecr_selectionpersonne.xlsx	10/03/2021	18,4 ko	/plugins/docman/download/9759	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectionpersonne.bmml	sgu_admin_selection_ecr_selectionpersonne.bmml	10/03/2021	5,61 ko	/plugins/docman/download/9758	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectionnerentiteorga.bmml	sgu_admin_selection_ecr_selectionnerentiteorga.bmml	10/03/2021	5,09 ko	/plugins/docman/download/9757	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectiongroupe.xlsx	sgu_admin_selection_ecr_selectiongroupe.xlsx	10/03/2021	17,4 ko	/plugins/docman/download/9756	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectiongroupe.bmml	sgu_admin_selection_ecr_selectiongroupe.bmml	10/03/2021	4,04 ko	/plugins/docman/download/9755	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectiondroit.xlsx	sgu_admin_selection_ecr_selectiondroit.xlsx	10/03/2021	17,1 ko	/plugins/docman/download/9754	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_selection_ecr_selectiondroit.bmml	sgu_admin_selection_ecr_selectiondroit.bmml	10/03/2021	3,09 ko	/plugins/docman/download/9753	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_personne_ecr_rechercher.xlsx	sgu_admin_personne_ecr_rechercher.xlsx	10/03/2021	20,1 ko	/plugins/docman/download/9752	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_personne_ecr_rechercher.bmml	sgu_admin_personne_ecr_rechercher.bmml	10/03/2021	7,35 ko	/plugins/docman/download/9751	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_personne_ecr_modifier.bmml	sgu_admin_personne_ecr_modifier.bmml	10/03/2021	17,4 ko	/plugins/docman/download/9750	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_personne_ecr_creer.bmml	sgu_admin_personne_ecr_creer.bmml	10/03/2021	10,7 ko	/plugins/docman/download/9749	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_personne_ecr_afficher.bmml	sgu_admin_personne_ecr_afficher.bmml	10/03/2021	20,7 ko	/plugins/docman/download/9748	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_groupehabilite_ecr_rechercher.xlsx	sgu_admin_groupehabilite_ecr_rechercher.xlsx	10/03/2021	18,6 ko	/plugins/docman/download/9747	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_groupehabilite_ecr_rechercher.bmml	sgu_admin_groupehabilite_ecr_rechercher.bmml	10/03/2021	4,79 ko	/plugins/docman/download/9746	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_groupehabilite_ecr_modifier.bmml	sgu_admin_groupehabilite_ecr_modifier.bmml	10/03/2021	10,0 ko	/plugins/docman/download/9745	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_groupehabilite_ecr_creer.bmml	sgu_admin_groupehabilite_ecr_creer.bmml	10/03/2021	3,48 ko	/plugins/docman/download/9744	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_groupehabilite_ecr_afficher.bmml	sgu_admin_groupehabilite_ecr_afficher.bmml	10/03/2021	9,99 ko	/plugins/docman/download/9743	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_entite_ecr_rechercher.bmml	sgu_admin_entite_ecr_rechercher.bmml	10/03/2021	3,72 ko	/plugins/docman/download/9742	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_entite_ecr_modifier.bmml	sgu_admin_entite_ecr_modifier.bmml	10/03/2021	9,10 ko	/plugins/docman/download/9741	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_entite_ecr_creer.bmml	sgu_admin_entite_ecr_creer.bmml	10/03/2021	11,9 ko	/plugins/docman/download/9740	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_entite_ecr_afficher.bmml	sgu_admin_entite_ecr_afficher.bmml	10/03/2021	8,49 ko	/plugins/docman/download/9739	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_audit_ecr_utilparstatut.bmml	sgu_admin_audit_ecr_utilparstatut.bmml	10/03/2021	3,63 ko	/plugins/docman/download/9738	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_audit_ecr_fonctionsensibles.bmml	sgu_admin_audit_ecr_fonctionsensibles.bmml	10/03/2021	3,27 ko	/plugins/docman/download/9737	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_audit_ecr_connexion_resultats.xlsx	sgu_admin_audit_ecr_connexion_resultats.xlsx	10/03/2021	18,1 ko	/plugins/docman/download/9736	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_audit_ecr_connexion_resultats.bmml	sgu_admin_audit_ecr_connexion_resultats.bmml	10/03/2021	2,11 ko	/plugins/docman/download/9735	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_admin_audit_ecr_connexion.bmml	sgu_admin_audit_ecr_connexion.bmml	10/03/2021	5,39 ko	/plugins/docman/download/9734	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
sgu_adminperso_ecr_modifierinfo.bmml	sgu_adminperso_ecr_modifierinfo.bmml	10/03/2021	7,73 ko	/plugins/docman/download/9733	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / maquettes
synergie-sfg-sgu_presentation_lemonldap_architecture_technique.pptx	synergie-sfg-sgu_presentation_lemonldap_architecture_technique.pptx	10/03/2021	110 ko	/plugins/docman/download/9731	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_presentation_lemonldap_architecture_fonctionnelle.pptx	synergie-sfg-sgu_presentation_lemonldap_architecture_fonctionnelle.pptx	10/03/2021	71,5 ko	/plugins/docman/download/9730	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_diagramseq_process création de personne_cas module admin.txt	synergie-sfg-sgu_diagramseq_process cration de personne_cas module admin.txt	10/03/2021	860 octet(s)	/plugins/docman/download/9728	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_diagramseq_process création de personne_cas appli externe.txt	synergie-sfg-sgu_diagramseq_process cration de personne_cas appli externe.txt	10/03/2021	854 octet(s)	/plugins/docman/download/9727	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_diagramcu_authent et ctrl accès.graphml	synergie-sfg-sgu_diagramcu_authent et ctrl accs.graphml	10/03/2021	19,8 ko	/plugins/docman/download/9726	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_diagramcu_admin.graphml	synergie-sfg-sgu_diagramcu_admin.graphml	10/03/2021	98,3 ko	/plugins/docman/download/9725	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_diagramcu_admin personnelle.graphml	synergie-sfg-sgu_diagramcu_admin personnelle.graphml	10/03/2021	27,8 ko	/plugins/docman/download/9724	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_ctrlauth_diagramseg_authentifier util ext.graphml	synergie-sfg-sgu_ctrlauth_diagramseg_authentifier util ext.graphml	10/03/2021	21,3 ko	/plugins/docman/download/9723	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_ctrlauth_diagramacti_s'authentifier si.graphml	synergie-sfg-sgu_ctrlauth_diagramacti_s'authentifier si.graphml	10/03/2021	33,3 ko	/plugins/docman/download/9722	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_ctrlauth_diagramacti_accéder ressource.graphml	synergie-sfg-sgu_ctrlauth_diagramacti_accder ressource.graphml	10/03/2021	21,3 ko	/plugins/docman/download/9721	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_supprimer personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_supprimer personne.graphml	10/03/2021	10,5 ko	/plugins/docman/download/9720	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
synergie-sfg-sgu_admin_perso_diagramacti_rechercher personne.graphml	synergie-sfg-sgu_admin_perso_diagramacti_rechercher personne.graphml	10/03/2021	20,2 ko	/plugins/docman/download/9719	documentation du projet / documentation fonctionnelle - basculée sur sharepoint / 02 - synergie backoffice / 01 - socle / sgu / _archives / sfg-sgu-v1.18_ressource / diagrammes
